id	section	source_line	text	base_audio	selected_audio	literal_audio	term_context_audio	paraphrase_audio	status	datasets
src-20f67d5009e5510d	北京应用名称	596	好民警	2	2	0	2	0	已覆盖	current_police_terms_20260711_application_names_62
src-09ab238aeab4fcc3	北京应用名称	597	北京交警	2	2	0	2	0	已覆盖	current_police_terms_20260711_application_names_62
src-698947f7d083f04d	北京应用名称	598	基层基础平台	2	2	0	2	0	已覆盖	current_police_terms_20260711_application_names_62
src-9ddf5183b3ccca97	北京应用名称	599	情指行平台	2	2	0	2	0	已覆盖	current_police_terms_20260711_application_names_62
src-f09390b6d18a4b97	北京应用名称	600	治安移动警务（平台版）	2	2	0	2	0	已覆盖	current_police_terms_20260711_application_names_62
src-679d43a243b28a61	北京应用名称	601	京警智联	2	2	0	2	0	已覆盖	current_police_terms_20260711_application_names_62
src-c8e0cfd6bdd940ea-1	特殊代码	603	幺	7	7	0	7	0	已覆盖	current_police_terms_20260711_special_codes_10
src-c8e0cfd6bdd940ea-2	特殊代码	603	两	6	6	0	6	0	已覆盖	current_police_terms_20260711_special_codes_10
src-c8e0cfd6bdd940ea-3	特殊代码	603	三	3	3	0	3	0	已覆盖	current_police_terms_20260711_special_codes_10
src-c8e0cfd6bdd940ea-4	特殊代码	603	四	4	4	0	4	0	已覆盖	current_police_terms_20260711_special_codes_10
src-c8e0cfd6bdd940ea-5	特殊代码	603	五	5	5	0	5	0	已覆盖	current_police_terms_20260711_special_codes_10
src-c8e0cfd6bdd940ea-6	特殊代码	603	六	6	6	0	6	0	已覆盖	current_police_terms_20260711_special_codes_10
src-c8e0cfd6bdd940ea-7	特殊代码	603	拐	4	4	0	4	0	已覆盖	current_police_terms_20260711_special_codes_10
src-c8e0cfd6bdd940ea-8	特殊代码	603	八	5	5	0	5	0	已覆盖	current_police_terms_20260711_special_codes_10
src-c8e0cfd6bdd940ea-9	特殊代码	603	勾	4	4	0	4	0	已覆盖	current_police_terms_20260711_special_codes_10
src-c8e0cfd6bdd940ea-0	特殊代码	603	洞	9	9	0	9	0	已覆盖	current_police_terms_20260711_special_codes_10
src-edf507c482c6cc1c	行业词汇	605	警察	30	33	0	33	0	已覆盖	current_police_terms_20260711_industry_dialogue_189;current_police_terms_20260711_industry_vocab_1671;police_synthetic_zh_accent
src-f8c7d9e90bc1c564	行业词汇	606	民警	237	249	0	249	0	已覆盖	current_plate_number_1276;current_police_terms_20260711_application_names_62;current_police_terms_20260711_industry_dialogue_189;current_police_terms_20260711_industry_vocab_1671;current_police_terms_2183;current_police_ui_20260713_168;current_police_ui_teacher_385;police_synthetic_zh_accent;targeted_police_terms_multivoice_20260807_10
src-53bbcf0210b23b21	行业词汇	607	人民警察	12	15	0	15	0	已覆盖	current_police_terms_20260711_industry_dialogue_189;current_police_terms_20260711_industry_vocab_1671;police_synthetic_zh_accent
src-4cfcb84342b116c1	行业词汇	608	警官	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-ad84124e5a6c4565	行业词汇	609	公安	26	27	0	27	0	已覆盖	current_police_terms_20260711_application_names_62;current_police_terms_20260711_industry_dialogue_189;current_police_terms_20260711_industry_vocab_1671;police_synthetic_zh_accent
src-e4c9327c4f6445b5	行业词汇	610	警员	10	10	0	10	0	已覆盖	current_police_terms_20260711_industry_dialogue_189;current_police_terms_20260711_industry_vocab_1671;current_police_terms_2183;targeted_police_terms_multivoice_20260807_10
src-04c0389ede8ff932	行业词汇	611	警务人员	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-cd564d76b2a3d576	行业词汇	612	交警	35	35	0	35	0	已覆盖	current_police_terms_20260711_application_names_62;current_police_terms_20260711_industry_dialogue_189;current_police_terms_20260711_industry_vocab_1671;current_police_terms_2183
src-ea64f90ce156cd4e	行业词汇	613	交通警察	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-9354a73090b4ddba	行业词汇	614	刑警	5	10	0	10	0	已覆盖	current_police_terms_20260711_industry_vocab_1671;police_synthetic_zh_accent
src-32fe970ddefe4bb1	行业词汇	615	刑事警察	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-af201e8d3c6ca54f	行业词汇	616	特警	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-dd7f97946bc5551e	行业词汇	617	巡警	27	30	0	30	0	已覆盖	current_police_terms_20260711_industry_vocab_1671;current_police_terms_2183;police_synthetic_zh_accent
src-d855a12c9349e9d3	行业词汇	618	辅警	4	6	0	6	0	已覆盖	current_police_terms_20260711_industry_vocab_1671;current_police_terms_2183;police_synthetic_zh_accent
src-1a7f6d085557057d	行业词汇	619	法警	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-adabb85d35f21e12	行业词汇	620	网警	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-4ca2ce1eb7ebacdb	行业词汇	621	网络警察	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-8b818f203373bb54	行业词汇	622	出警	27	33	0	33	0	已覆盖	current_police_terms_20260711_industry_dialogue_189;current_police_terms_20260711_industry_vocab_1671;current_police_terms_20260727_190;current_police_terms_2183;current_police_ui_teacher_385;police_synthetic_zh_accent;police_v6_8h
src-ce6221cb54eeeb94	行业词汇	623	处警	895	900	0	900	0	已覆盖	current_police_station_394;current_police_terms_20260711_application_names_62;current_police_terms_20260711_industry_vocab_1671;current_police_terms_2183;current_police_ui_teacher_385;historical_police_station_archive_200;police_synthetic_zh_accent;targeted_police_terms_multivoice_20260807_10
src-44e0b05b3a7dbcc2	行业词汇	624	巡逻	177	187	0	187	0	已覆盖	current_plate_number_1276;current_police_terms_20260711_industry_vocab_1671;current_police_terms_2183;current_police_ui_teacher_385;police_v6_8h
src-5364c186d8fdff7d	行业词汇	625	执勤	7	9	0	9	0	已覆盖	current_police_terms_20260711_industry_vocab_1671;current_police_ui_teacher_385;police_synthetic_zh_accent
src-e501d86bc6044dad	行业词汇	626	执法	30	57	0	57	0	已覆盖	current_police_terms_20260711_industry_dialogue_189;current_police_terms_20260711_industry_vocab_1671;police_synthetic_zh_accent;police_v6_8h
src-acf84a9465072417	行业词汇	627	办案	11	16	0	16	0	已覆盖	current_police_terms_20260711_application_names_62;current_police_terms_20260711_industry_dialogue_189;current_police_terms_20260711_industry_vocab_1671;police_synthetic_zh_accent
src-3ca2855cd4040828	行业词汇	628	抓捕	4	5	0	5	0	已覆盖	current_police_terms_20260711_industry_vocab_1671;current_police_terms_20260727_190;police_synthetic_zh_accent
src-b23d7eae15fddfb2	行业词汇	629	拘留	12	12	0	12	0	已覆盖	current_police_terms_20260711_industry_dialogue_189;current_police_terms_20260711_industry_vocab_1671
src-2c3c33424a76c6bf	行业词汇	630	讯问	5	7	0	7	0	已覆盖	current_police_terms_20260711_industry_dialogue_189;current_police_terms_20260711_industry_vocab_1671;police_synthetic_zh_accent
src-87d47d6f1fef9229	行业词汇	632	报警	1621	1621	0	1621	0	已覆盖	current_plate_number_1276;current_police_terms_20260711_industry_dialogue_189;current_police_terms_20260711_industry_vocab_1671;current_police_terms_20260727_190;current_police_terms_2183;current_police_ui_teacher_385;historical_license_plate_fixed_100;historical_plate_carplates2_zh_2040;historical_plate_carplates3_3750;historical_plate_jjs_20260611_1440;historical_plate_shanghai_210;targeted_police_terms_multivoice_20260807_10
src-8250cb8feaef971c	行业词汇	633	报案	12	15	0	15	0	已覆盖	current_police_terms_20260711_industry_dialogue_189;current_police_terms_20260711_industry_vocab_1671;current_police_terms_20260727_190;police_synthetic_zh_accent
src-25e125fca7461f1b	行业词汇	634	治安	45	45	0	45	0	已覆盖	current_police_terms_20260711_application_names_62;current_police_terms_20260711_industry_dialogue_189;current_police_terms_20260711_industry_vocab_1671;current_police_ui_teacher_385
src-86ee583ffa54fb83	行业词汇	635	维稳	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-45aef81791f87437	行业词汇	636	警察同志	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-2d7474bfc5aafb5c	行业词汇	637	警察叔叔	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-91c10d6fc63fb1cc	行业词汇	638	警察阿姨	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-55eb75e9ab6ea4f5	行业词汇	639	民警同志	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-497d080a5ec6ec70	行业词汇	640	干警	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-ef69e90bcf590476	行业词汇	641	派出所	690	690	0	690	0	已覆盖	current_police_station_394;current_police_terms_20260711_industry_dialogue_189;current_police_terms_20260711_industry_vocab_1671;current_police_terms_2183;current_police_ui_teacher_385;historical_police_station_archive_200
src-2df9ca73b6f648a0	行业词汇	642	分局	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-8891be38e6435458	行业词汇	643	市局	2	3	0	3	0	已覆盖	current_police_terms_20260711_industry_vocab_1671;police_synthetic_zh_accent
src-c2ae9719a1ef89f2	行业词汇	644	省厅	2	4	0	4	0	已覆盖	current_police_terms_20260711_industry_vocab_1671;police_synthetic_zh_accent
src-0ab98b18afd387d6	行业词汇	645	公安部	4	4	0	4	0	已覆盖	current_police_terms_20260711_industry_dialogue_189;current_police_terms_20260711_industry_vocab_1671
src-252660e7b81b2282	行业词汇	646	治安警	3	3	0	3	0	已覆盖	current_police_terms_20260711_industry_vocab_1671;current_police_ui_teacher_385
src-964c5dd294e8a3d8	行业词汇	647	网安	4	4	0	4	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-f94f26e3c71f6d79	行业词汇	648	边检	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-fe2c4191bfe79884	行业词汇	649	义警	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-d7384a9023facba4	行业词汇	650	群防群治	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-8f5d127100559e91	行业词汇	651	接警	851	853	0	853	0	已覆盖	current_police_station_394;current_police_terms_20260711_industry_dialogue_189;current_police_terms_20260711_industry_vocab_1671;current_police_terms_2183;historical_police_station_archive_200;police_synthetic_zh_accent;targeted_police_terms_multivoice_20260807_10
src-4a0a0662daa739d2	行业词汇	652	处突	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-b66166b9373769bc	行业词汇	653	值班备勤	4	4	0	4	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-e464e076b7341f8f	行业词汇	654	盘查	27	27	0	27	0	已覆盖	current_police_terms_20260711_industry_dialogue_189;current_police_terms_20260711_industry_vocab_1671;current_police_terms_20260727_190
src-811a6974d408d900	行业词汇	655	检查	33	57	0	57	0	已覆盖	current_police_terms_20260711_industry_dialogue_189;current_police_terms_20260711_industry_vocab_1671;police_synthetic_zh_accent;police_v6_8h;targeted_police_terms_multivoice_20260807_10
src-d116de08f8698bab	行业词汇	656	传唤	11	12	0	12	0	已覆盖	current_police_terms_20260711_industry_dialogue_189;current_police_terms_20260711_industry_vocab_1671;police_synthetic_zh_accent
src-a3bac8d1ec9c546c	行业词汇	657	拘传	3	3	0	3	0	已覆盖	current_police_terms_20260711_industry_dialogue_189;current_police_terms_20260711_industry_vocab_1671
src-0baeec249cfc3814	行业词汇	658	逮捕	2	4	0	4	0	已覆盖	current_police_terms_20260711_industry_vocab_1671;police_synthetic_zh_accent
src-f6b7df73b7a6e634	行业词汇	659	取保候审	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-65e4997b2dc210a7	行业词汇	660	监视居住	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-f7c741963d0be5f3	行业词汇	661	羁押	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-6d9363e9a832aeca	行业词汇	662	现场管制	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-d634510026dd4962	行业词汇	663	封控	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-14d011602c9c0643	行业词汇	664	警戒	7	7	0	7	0	已覆盖	current_police_terms_20260711_industry_dialogue_189;current_police_terms_20260711_industry_vocab_1671
src-1c3b786d39465a15	行业词汇	665	疏导	25	25	0	25	0	已覆盖	current_police_terms_20260711_industry_vocab_1671;current_police_terms_2183;current_police_ui_teacher_385
src-ecc492bc8ac8f764	行业词汇	666	立案	14	14	0	14	0	已覆盖	current_police_terms_20260711_industry_vocab_1671;current_police_ui_teacher_385
src-9c1ab5114dd29d93	行业词汇	667	撤案	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-1ad6bce69614f3b7	行业词汇	668	破案	5	5	0	5	0	已覆盖	current_police_terms_20260711_industry_vocab_1671;current_police_ui_teacher_385
src-2e4bb8f1ec8ed068	行业词汇	669	销案	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-89a8d3f392a78abd	行业词汇	670	犯罪嫌疑人	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-59a70b15f423950e	行业词汇	671	被告人	3	3	0	3	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-3737ac84f457b567	行业词汇	672	被害人	3	3	0	3	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-55ea949f36c79297	行业词汇	673	证人	4	4	0	4	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-ec2fc83ee979e94e	行业词汇	674	目击者	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-ff905197a102939a	行业词汇	675	线索	150	151	0	151	0	已覆盖	current_plate_number_1276;current_police_terms_20260711_industry_dialogue_189;current_police_terms_20260711_industry_vocab_1671;current_police_terms_2183;current_police_ui_teacher_385;police_synthetic_zh_accent
src-0e2d7e1a99d25df0	行业词汇	676	证据	58	59	0	59	0	已覆盖	current_police_terms_20260711_industry_dialogue_189;current_police_terms_20260711_industry_vocab_1671;current_police_terms_2183;current_police_ui_teacher_385;police_synthetic_zh_accent
src-fbb9a8be607b1e2d	行业词汇	677	物证	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-d04e6e23cd479780	行业词汇	678	书证	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-ffe4f8ee515de536	行业词汇	679	口供	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-2846741c6110dbaa	行业词汇	680	现场勘查	4	4	0	4	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-658acd13b1bedb27	行业词汇	681	痕迹鉴定	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-c1cbae67a199ed41	行业词汇	682	指纹	2	3	0	3	0	已覆盖	current_police_terms_20260711_industry_vocab_1671;police_synthetic_zh_accent
src-aa25ac9197255c65	行业词汇	683	DNA	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-2cd24f8aff82a9d6	行业词汇	684	法医鉴定	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-023ce7efdc35b1bb	行业词汇	685	询问	7	9	0	9	0	已覆盖	current_police_terms_20260711_industry_dialogue_189;current_police_terms_20260711_industry_vocab_1671;police_synthetic_zh_accent
src-a86e24d2b94a05fd	行业词汇	686	辨认	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-80a966241193a3ec	行业词汇	687	指认	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-2b28e6ca6346fe23	行业词汇	688	通缉	4	4	0	4	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-33b0775e4ee17a9b	行业词汇	689	追逃	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-00622bed35052ccc	行业词汇	690	悬赏	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-21e5fdf9abe8b15b	行业词汇	691	天网	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-0132e2c84adda295	行业词汇	692	雪亮工程	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-a1981b4f9a4f0af0	行业词汇	694	大数据研判	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-ca85b7d0d0d795de	行业词汇	695	治安处罚	3	3	0	3	0	已覆盖	current_police_terms_20260711_industry_dialogue_189;current_police_terms_20260711_industry_vocab_1671
src-b34bdb23fd6aa5b0	行业词汇	696	警告	3	5	0	5	0	已覆盖	current_police_terms_20260711_industry_dialogue_189;current_police_terms_20260711_industry_vocab_1671;police_synthetic_zh_accent
src-6c979d4b799c9b4e	行业词汇	697	罚款	10	10	0	10	0	已覆盖	current_police_terms_20260711_application_names_62;current_police_terms_20260711_industry_dialogue_189;current_police_terms_20260711_industry_vocab_1671
src-0d9ce42f69b7b3df	行业词汇	698	行政拘留	4	4	0	4	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-f8a82456c381c754	行业词汇	699	收缴	2	3	0	3	0	已覆盖	current_police_terms_20260711_industry_vocab_1671;police_synthetic_zh_accent
src-4b933fa256226492	行业词汇	700	追缴	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-4018e96f60dcebc4	行业词汇	701	禁赌	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-2367074373fdd545	行业词汇	702	禁毒	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-70d56b6bc91ea4d9	行业词汇	703	禁黄	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-307ac73be26f3433	行业词汇	704	治爆	5	5	0	5	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-38d6db179a99eec7	行业词汇	705	缉枪	4	4	0	4	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-2ff552eb5bf015f4	行业词汇	706	实有人口	8	8	0	8	0	已覆盖	current_police_terms_20260711_industry_vocab_1671;current_police_ui_20260713_168
src-ce9e93dea9df29be	行业词汇	707	实有房屋	4	4	0	4	0	已覆盖	current_police_terms_20260711_industry_vocab_1671;current_police_ui_20260713_168
src-c7f8c83b5f9168b3	行业词汇	708	居住证	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-052be8bbf9a8cc16	行业词汇	709	户籍管理	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-0cdd587318b893a7	行业词汇	710	网吧	3	4	0	4	0	已覆盖	current_police_terms_20260711_industry_vocab_1671;police_synthetic_zh_accent
src-a3909e2cbd116ab8	行业词汇	711	旅馆	5	5	0	5	0	已覆盖	current_police_terms_20260711_industry_dialogue_189;current_police_terms_20260711_industry_vocab_1671
src-36b977dbd9229fef	行业词汇	712	娱乐场所	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-866831fda3aea955	行业词汇	713	寄递物流	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-95f8d520befdab29	行业词汇	714	矛盾纠纷调解	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-69d263abbae85b9b	行业词汇	715	枫桥经验	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-00bb9f991b069332	行业词汇	716	警民联调	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-9b05927265391d86	行业词汇	717	酒驾	3	4	0	4	0	已覆盖	current_police_terms_20260711_industry_vocab_1671;police_synthetic_zh_accent
src-20402a319f71f551	行业词汇	718	醉驾	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-efa9b550c67868f3	行业词汇	719	超载	5	5	0	5	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-2d59e4a473e792ef	行业词汇	720	超速	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-18937d59b121ad1f	行业词汇	721	违停	4	4	0	4	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-75bf6eeb0a33ed49	行业词汇	722	闯红灯	2	3	0	3	0	已覆盖	current_police_terms_20260711_industry_vocab_1671;police_synthetic_zh_accent
src-2a9d0d5fc2384504	行业词汇	723	事故处理	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-e4a1d846e5facc9c	行业词汇	724	责任认定	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-b969f049c97aec3a	行业词汇	725	理赔	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-9a839a6daa716412	行业词汇	726	拖车	5	5	0	5	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-1649aca5f1d0e44e	行业词汇	727	清障	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-b8c367c8b42210c6	行业词汇	728	驾驶证	5	6	0	6	0	已覆盖	current_police_terms_20260711_industry_dialogue_189;current_police_terms_20260711_industry_vocab_1671;police_synthetic_zh_accent
src-8a4030c9e70029a5	行业词汇	729	行驶证	3	4	0	4	0	已覆盖	current_police_terms_20260711_industry_dialogue_189;current_police_terms_20260711_industry_vocab_1671;police_synthetic_zh_accent
src-6a1d556c47b0551a	行业词汇	730	年检	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-2fa06507a7cf7462	行业词汇	731	交强险	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-8258f3ae13480568	行业词汇	732	临牌	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-43781102ecb1e58f	行业词汇	733	网络犯罪	4	4	0	4	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-d204f4e603a2eaca	行业词汇	734	电信诈骗	2	4	0	4	0	已覆盖	current_police_terms_20260711_industry_vocab_1671;police_synthetic_zh_accent
src-b244064099ff52c5	行业词汇	735	黑客	4	4	0	4	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-810881b5a76f0b72	行业词汇	736	钓鱼	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-43e6d944089feca1	行业词汇	737	木马	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-b592fae340bbf0a2	行业词汇	738	爬虫	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-9f89df53bd80dfec	行业词汇	739	网安巡查	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-4d71d10361e4c8ed	行业词汇	740	溯源	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-ea4974332e6932ec	行业词汇	741	取证	11	12	0	12	0	已覆盖	current_police_terms_20260711_industry_vocab_1671;current_police_terms_20260727_190;police_synthetic_zh_accent
src-eafeb0526695a94c	行业词汇	742	封堵	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-f6fd5ac9d10048e6	行业词汇	743	断网	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-7224c8db81f41789	行业词汇	744	四句话十六字	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-72749e70dea7b86a	行业词汇	745	三个规定	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-2ace1d3fa599b00f	行业词汇	746	首接责任制	2	3	0	3	0	已覆盖	current_police_terms_20260711_industry_vocab_1671;police_synthetic_zh_accent
src-ab1b283a43a61cb8	行业词汇	747	阳光警务	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-007adf8a704cf241	行业词汇	748	执法记录仪	6	13	0	13	0	已覆盖	current_police_terms_20260711_industry_dialogue_189;current_police_terms_20260711_industry_vocab_1671;police_synthetic_zh_accent
src-9d23a6e11aef26ac	行业词汇	749	警械	3	16	0	16	0	已覆盖	current_police_terms_20260711_industry_vocab_1671;police_synthetic_zh_accent
src-ca73ab5c7aa5ca49	行业词汇	750	武器	2	5	0	5	0	已覆盖	current_police_terms_20260711_industry_vocab_1671;police_synthetic_zh_accent
src-36d3a78326ca3a46	行业词汇	751	手铐	2	12	0	12	0	已覆盖	current_police_terms_20260711_industry_vocab_1671;police_synthetic_zh_accent
src-0f09453b15f0be77	行业词汇	752	警棍	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-395e21ba4bfd4528	行业词汇	753	催泪喷射器	2	12	0	12	0	已覆盖	current_police_terms_20260711_industry_vocab_1671;police_synthetic_zh_accent
src-04cb0ff824d665d6	行业词汇	754	防弹背心	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-2e5164302d1eb324	行业词汇	755	求助	84	84	0	84	0	已覆盖	current_police_terms_20260711_industry_dialogue_189;current_police_terms_20260711_industry_vocab_1671;current_police_terms_2183;current_police_ui_teacher_385
src-764f082ac01143dc	行业词汇	756	投诉	24	25	0	25	0	已覆盖	current_police_terms_20260711_industry_dialogue_189;current_police_terms_20260711_industry_vocab_1671;current_police_terms_2183;police_synthetic_zh_accent
src-7a89d06765e1a7cd	行业词汇	757	举报	5	5	0	5	0	已覆盖	current_police_terms_20260711_industry_dialogue_189;current_police_terms_20260711_industry_vocab_1671
src-7ede1d3954dd5bbe	行业词汇	758	自首	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-cefa7057ca13ac40	行业词汇	759	户籍	8	12	0	12	0	已覆盖	current_police_terms_20260711_industry_vocab_1671;police_synthetic_zh_accent
src-7bf26b7408c3a0ee	行业词汇	760	身份证	27	29	0	29	0	已覆盖	current_police_terms_20260711_industry_dialogue_189;current_police_terms_20260711_industry_vocab_1671;current_police_terms_20260727_190;police_synthetic_zh_accent;targeted_dingqiao_failures
src-7d16f6fe496732d1	行业词汇	761	无犯罪记录证明	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-763a0cba3942c56c	行业词汇	762	开锁	4	6	0	6	0	已覆盖	current_police_terms_20260711_industry_vocab_1671;police_synthetic_zh_accent
src-34c922c4a8748637	行业词汇	763	寻人	4	4	0	4	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-372896da22c51e7b	行业词汇	764	寻物	4	4	0	4	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-8d80b0e2fa1826dc	行业词汇	765	救助	10	10	0	10	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-330a5ab6b005f1c2	行业词汇	766	调解	79	84	0	84	0	已覆盖	current_police_terms_20260711_industry_dialogue_189;current_police_terms_20260711_industry_vocab_1671;current_police_terms_2183;police_synthetic_zh_accent;targeted_police_terms_multivoice_20260807_10
src-6454a2bb9e9400a8	行业词汇	767	这里是刑警最常用	0	5	0	5	0	已覆盖	police_synthetic_zh_accent
src-fb72a8fa6f8facf8	行业词汇	768	最地道的专业词语	0	10	0	10	0	已覆盖	police_synthetic_zh_accent
src-81f1a972df17be7d	行业词汇	769	简单好记	0	3	0	3	0	已覆盖	police_synthetic_zh_accent
src-27ab6d3d76b1072f	行业词汇	770	侦查	28	38	0	38	0	已覆盖	current_police_terms_20260711_application_names_62;current_police_terms_20260711_industry_vocab_1671;current_police_ui_teacher_385;police_synthetic_zh_accent
src-c9917262e14ea2ad	行业词汇	771	预审	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-310429da0ad44fa3	行业词汇	772	审讯	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
src-18eada7b570e60cf	行业词汇	773	固证	2	2	0	2	0	已覆盖	current_police_terms_20260711_industry_vocab_1671
